"","ID","NTDID","Company_Nm","State","Urbanized Area","Population","Population Density","VOMS","VRM","fare_rev","op_exp","fare_recovery","gen_admin_salary","overhead","year","n_in_uza","VRM_UZA_share","GEOID","pct_rented","ridership","gtfs_date","gtfs_status","Division","Region","adopted_year","adopted_yet","num_agencies","num_adopted","Percent adoption of GTFS data standard","Org_Type"
"1004","0045","00045","Fairbanks North Star Borough Transit","AK","Fairbanks, AK",51926,1205,12,353005,242486,3617943,0.0670231675844534,400182,0.110610366166631,2007,1,1,"28549",0.509552112078115,399056,"15-Dec-15",1,NA,NA,2015,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1005","0046","00046","South Metro Area Regional Transit","OR","Portland, OR-WA",1583138,3340,15,357725,126320,2744616,0.046024653357701,296252,0.107939325574142,2007,3,0.0117184991934882,"71317",0.401326821899922,247726,"1-Jan-11",1,"d9","r4",2011,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1006","1001","10001","Rhode Island Public Transit Authority","RI","Providence, RI-MA",1174548,2332,328,7742833,23050439,88981731,0.259046871093124,8122859,0.0912868170658537,2007,3,0.768400502592204,"72505",0.424547580836061,18612675,"3-Apr-12",1,"d1","r1",2012,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1007","1002","10002","Manchester Transit Authority","NH","Manchester, NH",143549,2020,19,481546,368781,3151017,0.117035547570832,143402,0.0455097512961688,2007,1,1,"53740",0.459974273581082,412386,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1008","1003","10003","Massachusetts Bay Transportation Authority","MA","Boston, MA-NH-RI",4032484,2323,2167,38888315,395876376,987148623,0.401030165849707,38233295,0.0387310422252395,2007,5,0.899860861460314,"09271",0.407459577807272,393515140,"7-Apr-08",1,"d1","r1",2008,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1009","1004","10004","Brockton Area Transit Authority","MA","Boston, MA-NH-RI",4032484,2323,81,1384467,3135565,12612626,0.248605246837574,510297,0.0404592191982859,2007,5,0.0320360413477256,"09271",0.407459577807272,3020216,"1-Jan-08",1,"d1","r1",2008,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1010","1005","10005","Lowell Regional Transit Authority","MA","Boston, MA-NH-RI",4032484,2323,65,1130002,996621,8221270,0.121224701293109,628003,0.0763875897519483,2007,5,0.0261478177486445,"09271",0.407459577807272,1417934,"1-Jul-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1011","1006","10006","Southeastern Regional Transit Authority","MA","New Bedford, MA",146730,2347,66,1221469,1708593,11932862,0.143183839719256,637937,0.0534605193624128,2007,1,1,"61786",0.448035160289555,1610179,"22-Apr-13",1,"d1","r1",2013,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1012","1007","10007","Berkshire Regional Transit Authority","MA","Pittsfield, MA",52772,1560,42,829781,893178,5044600,0.177056258177061,567694,0.112534987907862,2007,1,1,"69778",0.377074642762048,508776,"1-Jul-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1013","1008","10008","Pioneer Valley Transit Authority","MA","Springfield, MA-CT",573610,1857,272,4213207,5373945,32035628,0.167749013691881,1303289,0.0406824863867192,2007,1,1,"83926",0.376982599758217,9746629,"11-Mar-22",1,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1014","1013","10013","Merrimack Valley Regional Transit Authority","MA","Boston, MA-NH-RI",4032484,2323,62,1489596,1260661,10624066,0.118660878048009,187383,0.017637597507395,2007,5,0.03446868653959,"09271",0.407459577807272,1603296,"1-Aug-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1015","1014","10014","Worcester Regional Transit Authority","MA","Worcester, MA-CT",429882,1717,128,1557080,2586952,18593031,0.139135571817204,1000371,0.0538035460705681,2007,1,1,"97291",0.421369740861465,2567983,"4-Jul-13",1,"d1","r1",2013,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1016","1016","10016","Greater Portland Transit District","ME","Portland, ME",188080,1519,23,833073,1334131,5388900,0.247570190576927,492131,0.0913230900554844,2007,6,0.674947074364872,"71263",0.439442512161008,1360010,"27-Aug-17",1,"d1","r1",2017,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1017","1040","10040","Southeast Area Transit","CT","Norwich-New London, CT",173160,1407,22,951864,1107417,4461580,0.248211844234554,187963,0.0421292456932298,2007,1,1,"64135",0.40534873074708,931992,"1-Jan-19",1,"d1","r1",2019,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1018","1048","10048","Connecticut Transit - Hartford Division","CT","Hartford, CT",851535,1814,188,6480780,12039635,43073242,0.279515412375971,2588216,0.0600887205100559,2007,6,0.760936172301241,"37243",0.382904665745563,12508700,"14-Sep-14",1,"d1","r1",2014,FALSE,483,13,0.0269151138716356,"State Government Unit or Department of Transportation"
"1019","1049","10049","The Greater New Haven Transit District","CT","New Haven, CT",531314,1862,80,192056,158671,8225432,0.0192902938107081,650641,0.0791011341410396,2007,2,0.0546598289703127,"62407",0.38396973923825,93029,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1020","1050","10050","Greater Bridgeport Transit Authority","CT","Bridgeport-Stamford, CT-NY",888890,1910,61,1937997,5248022,15494783,0.338696063055546,1271221,0.0820418717706469,2007,6,0.426322062398864,"10162",0.314372675416502,4706885,"5-Nov-17",1,"d1","r1",2017,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1021","1051","10051","Housatonic Area Regional Transit","CT","Danbury, CT-NY",154455,1250,41,876709,753481,5400024,0.139532898372304,587559,0.108806738636717,2007,2,1,"22096",0.292584261509995,773037,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1022","1053","10053","Cape Ann Transportation Authority","MA","Boston, MA-NH-RI",4032484,2323,21,323540,222551,2295684,0.0969432204083837,0,0,2007,5,0.00748659290372622,"09271",0.407459577807272,256958,"1-Aug-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1023","1055","10055","Connecticut Transit - New Haven Division","CT","New Haven, CT",531314,1862,88,3321603,6825669,25167618,0.271208383725468,1981887,0.0787475000613884,2007,2,0.945340171029687,"62407",0.38396973923825,7734650,"13-Dec-15",1,"d1","r1",2015,FALSE,483,13,0.0269151138716356,"State Government Unit or Department of Transportation"
"1024","1056","10056","Connecticut Transit - Stamford Division","CT","Bridgeport-Stamford, CT-NY",888890,1910,41,1281484,3052856,9682276,0.315303550528822,564349,0.0582868119024907,2007,6,0.281901830503941,"10162",0.314372675416502,2809704,"20-Jul-14",1,"d1","r1",2014,FALSE,483,13,0.0269151138716356,"State Government Unit or Department of Transportation"
"1025","1057","10057","Norwalk Transit District","CT","Bridgeport-Stamford, CT-NY",888890,1910,79,1068083,1800941,9800161,0.183766470775327,683290,0.0697223239495759,2007,6,0.234957715297374,"10162",0.314372675416502,1700845,"1-Jan-10",1,"d1","r1",2010,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1026","1061","10061","Montachusett Regional Transit Authority","MA","Leominster-Fitchburg, MA",112943,1803,138,826309,1160703,9673442,0.119988624524756,1152021,0.119091115654593,2007,1,1,"49096",0.425700351593513,617134,"1-Jan-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1027","1063","10063","Middletown Transit District","CT","Hartford, CT",851535,1814,15,483483,371932,2438166,0.152545806971305,354596,0.145435544585561,2007,6,0.05676781242269,"37243",0.382904665745563,348768,"1-Jan-21",1,"d1","r1",2021,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1028","1064","10064","Greater Attleboro-Taunton Regional Transit Authority","MA","Providence, RI-MA",1174548,2332,93,1839378,2008906,9334331,0.215216923419579,94652,0.0101402017991434,2007,3,0.182540289795356,"72505",0.424547580836061,695352,"1-May-11",1,"d1","r1",2011,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1029","1066","10066","Chittenden County Transportation Authority","VT","Burlington, VT",105365,1704,67,1315968,1817281,8576787,0.211883657598119,798927,0.0931499173291817,2007,1,1,"11755",0.411846857693234,1887104,"16-Dec-11",1,"d1","r1",2011,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1030","1086","10086","Cooperative Alliance for Seacoast Transportation","NH","Dover-Rochester, NH-ME",80456,1267,16,469175,167503,2050815,0.0816763091746452,139609,0.0680748873009023,2007,1,1,"24607",0.427749011031422,313897,"27-Mar-18",1,"d1","r1",2018,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1031","1087","10087","Nashua Transit System","NH","Nashua, NH-MA",197155,1432,14,270661,248366,2032213,0.122214551329019,137039,0.0674333841974242,2007,1,1,"61165",0.334246316584813,315468,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1032","1088","10088","Casco Bay Island Transit District","ME","Portland, ME",188080,1519,4,68326,1977897,4165130,0.474870412208022,263084,0.0631634546820868,2007,6,0.0553570140948683,"71263",0.439442512161008,852826,"10-Oct-17",1,"d1","r1",2017,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1033","1095",NA,"Northeast Transportation Company, Inc.","CT","Waterbury, CT",189026,1931,59,907157,1806700,8813880,0.204983503292534,1272633,0.144389644515242,2007,1,1,"92485",0.400892087512143,1806403,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Private Provider Reporting on Behalf of a Public Entity"
"1034","1096","10096","City of Bangor - BAT Community Connector","ME","Bangor, ME",58983,1523,22,542530,549125,1779885,0.308517123297292,117607,0.0660756172449344,2007,1,1,"04951",0.48961902010154,681173,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1035","1098","10098","Western Maine Transportation Services, Inc.","ME","Lewiston, ME",50567,2450,28,180472,157370,2634571,0.059732685131659,289105,0.109735133348086,2007,1,1,"49339",0.54062729273661,198545,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Private-Non-Profit Corporation"
"1036","1102","10102","Connecticut Department of Transportation","CT","Hartford, CT",851535,1814,45,972208,4003444,14204322,0.281846891389818,213899,0.0150587264918382,2007,6,0.114151110545435,"37243",0.382904665745563,600740,"24-Oct-11",1,"d1","r1",2011,FALSE,483,13,0.0269151138716356,"State Government Unit or Department of Transportation"
"1037","1105","10105","Cape Cod Regional Transit Authority","MA","Barnstable Town, MA",243667,852,89,956124,3537349,10620096,0.333080699082193,1151288,0.108406553010444,2007,1,1,"05167",0.215334517465956,279628,"22-May-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1038","1107","10107","Milford Transit District","CT","Bridgeport-Stamford, CT-NY",888890,1910,21,258288,716166,2175644,0.32917425828858,261535,0.120210383684095,2007,6,0.056818391799821,"10162",0.314372675416502,299310,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1039","1115","10115","Northern New England Passenger Rail Authority","ME","Portland, ME",188080,1519,12,332880,4565294,11245867,0.405953049240223,360602,0.032065291186531,2007,6,0.26969591154026,"71263",0.439442512161008,250535,"30-Jun-22",0,"d1","r1",2022,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1040","1116",NA,"Bonanza","RI","Providence, RI-MA",1174548,2332,5,494348,2214121,2287516,0.967914978518183,57354,0.0250726115139741,2007,3,0.0490592076124399,"72505",0.424547580836061,257619,"2-Jan-09",1,"d1","r1",2009,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1041","2002","20002","Capital District Transportation Authority","NY","Albany, NY",558947,1966,259,6813877,10283671,56480179,0.182075750857659,3748241,0.0663638300438106,2007,1,1,"00928",0.412712505631099,11691153,"5-Sep-13",1,"d2","r1",2013,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1042","2003","20003","Broome County Department of Public Transportation","NY","Binghamton, NY-PA",158884,2079,54,1401512,2555524,10972719,0.232897971778918,672321,0.0612720511661695,2007,2,0.77467468363806,"07732",0.401450270971682,2828981,"1-Oct-20",1,"d2","r1",2020,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1043","2004","20004","Niagara Frontier Transportation Authority","NY","Buffalo, NY",976703,2664,355,9548613,25404306,113514431,0.223798029697211,2191008,0.0193015811355298,2007,1,1,"11350",0.362203754537319,23430551,"5-Oct-13",1,"d2","r1",2013,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1044","2005","20005","Chemung County Transit System","NY","Elmira, NY",67159,1941,27,793885,2491795,5249296,0.474691272886879,18965,0.00361286542042971,2007,1,1,"27118",0.376162234551368,534746,"29-Oct-18",1,"d2","r1",2018,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1045","2007",NA,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus","NY","New York-Newark, NY-NJ-CT",17799861,5309,364,10237152,41738889,128443872,0.324958196526495,12574804,0.0979011595041296,2007,37,0.0291543643170506,"63217",0.501887119276325,31091738,"24-Jan-10",1,"d2","r1",2010,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1046","2008","20008","MTA New York City Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,10736,139190940,2811715386,5397368807,0.520941867517633,655419334,0.121433119995426,2007,37,0.396401594348968,"63217",0.501887119276325,2756452297,"3-Jan-10",1,"d2","r1",2010,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1047","2009","20009","City of Poughkeepsie","NY","Poughkeepsie-Newburgh, NY",351982,1328,6,196920,281966,1320143,0.213587467418302,25820,0.0195584872244901,2007,11,0.057988358745694,"71803",0.357714418250195,349572,"31-Dec-17",2,"d2","r1",2017,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1048","2010","20010","Dutchess County Division of Mass Transportation","NY","Poughkeepsie-Newburgh, NY",351982,1328,46,1054303,650563,5609505,0.115975117234052,302127,0.0538598325520701,2007,11,0.310467705619853,"71803",0.357714418250195,668673,"31-Aug-18",1,"d2","r1",2018,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1049","2018","20018","CNY Centro, Inc.","NY","Syracuse, NY",402267,2239,164,3926953,8653535,35926144,0.24087013067698,2720705,0.0757305042255579,2007,3,0.774690573794747,"86302",0.384186861096275,8081443,"1-Jun-15",1,"d2","r1",2015,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1050","2071","20071","Huntington Area Rapid Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,17,323871,210770,3665028,0.0575084283121439,227085,0.0619599631980984,2007,37,0.000922351560837184,"63217",0.501887119276325,226905,"1-Nov-20",1,"d2","r1",2020,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1051","2072","20072","Suffolk County Department of Public Works - Transportation Division","NY","New York-Newark, NY-NJ-CT",17799861,5309,207,7186600,7397130,45636568,0.162087780132809,1152024,0.0252434407425203,2007,37,0.0204667034934048,"63217",0.501887119276325,5312569,"1-Jan-17",1,"d2","r1",2017,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1052","2075","20075","Port Authority Transit Corporation","NJ","Philadelphia, PA-NJ-DE-MD",5149079,2861,78,875952,19016861,39201940,0.485099997602159,2959785,0.0755009828595218,2007,4,0.0149168488262436,"69076",0.309930299884784,9362839,"25-Jul-08",1,"d2","r1",2008,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1053","2076","20076","Westchester County Bee-Line System","NY","New York-Newark, NY-NJ-CT",17799861,5309,333,8377342,39706289,117048089,0.33923056189324,2666472,0.0227809955957504,2007,37,0.0238578152084222,"63217",0.501887119276325,24947454,"22-Dec-09",1,"d2","r1",2009,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1054","2078","20078","Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad","NY","New York-Newark, NY-NJ-CT",17799861,5309,1060,8416033,477154857,807434660,0.590951665364477,89124479,0.110379803363903,2007,37,0.0239680032284683,"63217",0.501887119276325,74652827,"17-Oct-09",1,"d2","r1",2009,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1055","2080","20080","New Jersey Transit Corporation","NJ","New York-Newark, NY-NJ-CT",17799861,5309,3574,91915449,679299440,1605189531,0.423189552935104,163900800,0.102106820929671,2007,37,0.261765819879522,"63217",0.501887119276325,242461980,"25-Jul-08",1,"d2","r1",2008,FALSE,483,13,0.0269151138716356,"Other Publicly-Owned or Privately Chartered Corporation"
"1056","2082","20082","New York City Department of Transportation","NY","New York-Newark, NY-NJ-CT",17799861,5309,28,816658,2750933,105334772,0.0261160958320582,1746227,0.0165778780059447,2007,37,0.0023257586538164,"63217",0.501887119276325,20034157,"30-Apr-14",1,"d2","r1",2014,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1057","2084","20084","Transport of Rockland","NY","New York-Newark, NY-NJ-CT",17799861,5309,62,2611214,2788183,14949494,0.186506847656516,551028,0.0368593077464695,2007,37,0.00743647102883526,"63217",0.501887119276325,2677098,"1-Jan-21",1,"d2","r1",2021,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1058","2085","20085","Clarkstown Mini-Trans","NY","New York-Newark, NY-NJ-CT",17799861,5309,5,318881,77593,1522029,0.0509799747573798,111389,0.0731845451039369,2007,37,0.000908140550007015,"63217",0.501887119276325,155499,"1-Jan-20",1,"d2","r1",2020,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1059","2089","20089","Village of Spring Valley Bus","NY","New York-Newark, NY-NJ-CT",17799861,5309,2,41985,50694,315482,0.160687456019678,57508,0.182286152617265,2007,37,0.000119568995932792,"63217",0.501887119276325,39950,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1060","2096","20096","Putnam County Transit","NY","New York-Newark, NY-NJ-CT",17799861,5309,10,391289,241318,1938221,0.124504893920765,15000,0.00773905555661609,2007,37,0.00111435114563644,"63217",0.501887119276325,185328,"1-Jun-20",1,"d2","r1",2020,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1061","2098","20098","Port Authority Trans-Hudson Corporation","NJ","New York-Newark, NY-NJ-CT",17799861,5309,274,1913041,101451605,232708713,0.435959632504177,5954324,0.0255870264728764,2007,37,0.00544814556504141,"63217",0.501887119276325,71305202,"25-Jul-08",1,"d2","r1",2008,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1062","2099","20099","Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway","NY","New York-Newark, NY-NJ-CT",17799861,5309,46,579184,5409739,32906212,0.16439871596281,3873324,0.117707987780544,2007,37,0.00164945693319848,"63217",0.501887119276325,3482383,"8-Sep-13",1,"d2","r1",2013,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1063","2100","20100","MTA Long Island Rail Road","NY","New York-Newark, NY-NJ-CT",17799861,5309,998,7575619,479382431,1034924042,0.463205425273133,136383485,0.13178115442795,2007,37,0.0215745899106676,"63217",0.501887119276325,95519000,"2-Sep-08",1,"d2","r1",2008,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1064","2113","20113","Regional Transit Service, Inc. and Lift Line, Inc.","NY","Rochester, NY",694396,2353,229,5264032,13562106,55427621,0.244681365631767,4343991,0.0783723154923066,2007,1,1,"75664",0.363095719421023,12928234,"1-Apr-19",1,"d2","r1",2019,FALSE,483,13,0.0269151138716356,"Independent Public Agency or Authority of Transit Service"
"1065","2116","20116","Centro of Cayuga, Inc.","NY","Syracuse, NY",402267,2239,13,632936,358849,3110260,0.115375884974247,52548,0.01689505057455,2007,3,0.124862597799197,"86302",0.384186861096275,402167,"29-Jun-15",1,"d2","r1",2015,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1066","2120","20120","Greater Glens Falls Transit System","NY","Glens Falls, NY",57627,1630,6,304820,230844,1223185,0.18872370083021,167792,0.137176306118862,2007,1,1,"33598",0.35825346112886,285496,"4-Sep-18",1,"d2","r1",2018,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1067","2126","20126","Hudson Transit Lines, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,162,8528700,35638705,40440360,0.881265770136566,1379986,0.0341239791139347,2007,37,0.0242888673481481,"63217",0.501887119276325,3245893,"12-Oct-09",1,"d2","r1",2009,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1068","2128","20128","Suburban Transit Corporation","NJ","New York-Newark, NY-NJ-CT",17799861,5309,107,6240090,20555733,23771987,0.864704031682333,1486596,0.0625356222851712,2007,37,0.0177711395934323,"63217",0.501887119276325,3641316,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1069","2132","20132","New Jersey Transit Corporation-45","NJ","New York-Newark, NY-NJ-CT",17799861,5309,42,989079,8123948,7777873,1.04449481239923,236024,0.030345571340648,2007,37,0.0028167960683151,"63217",0.501887119276325,3770760,"25-Jul-08",1,"d2","r1",2008,FALSE,483,13,0.0269151138716356,"Other"
"1070","2135","20135","Monsey New Square Trails Corporation","NY","New York-Newark, NY-NJ-CT",17799861,5309,32,1049180,2825345,3936685,0.717696488289005,227890,0.0578888074610999,2007,37,0.00298795758372672,"63217",0.501887119276325,542835,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1071","2137","20137","Monroe Bus Corporation","NY","Poughkeepsie-Newburgh, NY",351982,1328,13,697090,1888955,2416888,0.781564971152987,199675,0.0826165713926338,2007,11,0.205276787517956,"71803",0.357714418250195,273409,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1072","2145","20145","Tompkins Consolidated Area Transit","NY","Ithaca, NY",53528,1802,62,1572893,3239824,10226513,0.316806324892952,1434698,0.14029200373578,2007,1,1,"41914",0.637528414961769,3090978,"20-Aug-17",1,"d2","r1",2017,FALSE,483,13,0.0269151138716356,"Private-Non-Profit Corporation"
"1073","2148","20148","Newburgh Beacon Bus Corporation","NY","Poughkeepsie-Newburgh, NY",351982,1328,9,215207,143563,935254,0.153501615603889,108626,0.116145988148674,2007,11,0.0633734548069499,"71803",0.357714418250195,116213,"1-Jan-15",1,"d2","r1",2015,FALSE,483,13,0.0269151138716356,"Private Provider Reporting on Behalf of a Public Entity"
"1074","2149","20149","Rockland Coaches, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,88,4292407,21653434,21190263,1.02185772776865,130186,0.00614367079823408,2007,37,0.0122243371471927,"63217",0.501887119276325,4328619,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1075","2158","20158","Tioga County","NY","Binghamton, NY-PA",158884,2079,14,407650,148888,938351,0.158669836766839,60978,0.0649842116649313,2007,2,0.22532531636194,"07732",0.401450270971682,39388,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"City, County or Local Government Unit or Department of Transportation"
"1076","2160","20160","Community Transit, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,21,920116,3945922,3897030,1.01254596449091,14054,0.00360633610724064,2007,37,0.00262039648116462,"63217",0.501887119276325,595943,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1077","2161","20161","DeCamp Bus Lines","NJ","New York-Newark, NY-NJ-CT",17799861,5309,59,1743298,11234099,14161334,0.793293837995771,865814,0.0611392966227617,2007,37,0.00496473482128483,"63217",0.501887119276325,2195276,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1078","2163","20163","Lakeland Bus Lines, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,59,3090206,11696725,15675499,0.746178797880693,2100198,0.133979658319011,2007,37,0.00880059136942928,"63217",0.501887119276325,1872086,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1079","2165","20165","Olympia Trails Bus Company, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,16,1055196,13611015,13485354,1.00931833157661,687770,0.0510012566225551,2007,37,0.00300509053786586,"63217",0.501887119276325,672454,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1080","2166","20166","Orange-Newark-Elizabeth, Inc.","NJ","New York-Newark, NY-NJ-CT",17799861,5309,58,2435645,14604419,14485803,1.00818843111424,1601561,0.110560733153695,2007,37,0.00693646843155232,"63217",0.501887119276325,12394405,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1081","2168",NA,"Trans-Hudson Express","NJ","New York-Newark, NY-NJ-CT",17799861,5309,44,1335087,8185746,7960732,1.02826549116338,312210,0.0392187552601947,2007,37,0.00380219154633614,"63217",0.501887119276325,7711260,"26-Apr-15",1,"d2","r1",2015,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1082","2169","20169","Trans-Bridge Lines, Inc.","PA","New York-Newark, NY-NJ-CT",17799861,5309,47,3708950,15087506,14261307,1.05793290895428,1877469,0.131647751499915,2007,37,0.0105627111460028,"63217",0.501887119276325,996530,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1083","2171",NA,"Private One of New York, LLC, dba: New York Airport Service","NY","New York-Newark, NY-NJ-CT",17799861,5309,33,1251733,11486527,10853739,1.05830138351401,509283,0.0469223555126947,2007,37,0.00356480785961513,"63217",0.501887119276325,947334,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
"1084","2172","20172","Centro of Oswego, Inc.","NY","Syracuse, NY",402267,2239,14,509171,415737,2770379,0.150065027203859,62753,0.0226514133986722,2007,3,0.100446828406056,"86302",0.384186861096275,407764,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Subsidiary Unit of a Transit Agency, Reporting Separately"
"1085","2175","20175","Private Transportation Corporation","NY","New York-Newark, NY-NJ-CT",17799861,5309,6,210704,1209447,1204439,1.00415795237451,415567,0.345029511664767,2007,37,0.000600063492176323,"63217",0.501887119276325,512283,"30-Jun-22",0,"d2","r1",2022,FALSE,483,13,0.0269151138716356,"Private-For-Profit Corporation"
